sport,event,athlete_id,athlete,position,medal,is_team_entry,games_year,position_num
Alpine Skiing,"Super G, Men",157251,Sam Morse,23,,no,2026,23.0
Alpine Skiing,"Super G, Men",157252,Kyle Negomir,26,,no,2026,26.0
Alpine Skiing,"Super G, Men",2302013,River Radamus,DNF,,no,2026,
Alpine Skiing,"Giant Slalom, Men",2302013,River Radamus,17,,no,2026,17.0
Alpine Skiing,"Giant Slalom, Men",157253,Ryder Sarchett,25,,no,2026,25.0
Alpine Skiing,"Giant Slalom, Men",157252,Kyle Negomir,DNF,,no,2026,
Alpine Skiing,"Slalom, Men",2302013,River Radamus,DNF,,no,2026,
Alpine Skiing,"Downhill, Women",138247,Breezy Johnson,1,Gold,no,2026,1.0
Alpine Skiing,"Downhill, Women",128670,Jackie Wiles,=4,,no,2026,
Alpine Skiing,"Downhill, Women",149066,Isabella Wright,21,,no,2026,21.0
Alpine Skiing,"Downhill, Women",101437,Lindsey Vonn,DNF,,no,2026,
Alpine Skiing,"Super G, Women",128670,Jackie Wiles,13,,no,2026,13.0
Alpine Skiing,"Super G, Women",2302012,Keely Cashman,15,,no,2026,15.0
Alpine Skiing,"Super G, Women",138247,Breezy Johnson,DNF,,no,2026,
Alpine Skiing,"Super G, Women",157204,Mary Bocock,DNF,,no,2026,
Alpine Skiing,"Giant Slalom, Women",128669,Mikaela Shiffrin,11,,no,2026,11.0
Alpine Skiing,"Giant Slalom, Women",149064,Paula Moltzan,15,,no,2026,15.0
Alpine Skiing,"Giant Slalom, Women",149065,Nina O'Brien,20,,no,2026,20.0
Alpine Skiing,"Giant Slalom, Women",149062,A. J. Hurt,DNF,,no,2026,
Alpine Skiing,"Slalom, Women",128669,Mikaela Shiffrin,1,Gold,no,2026,1.0
Alpine Skiing,"Slalom, Women",149064,Paula Moltzan,8,,no,2026,8.0
Alpine Skiing,"Slalom, Women",149062,A. J. Hurt,19,,no,2026,19.0
Alpine Skiing,"Slalom, Women",149065,Nina O'Brien,DNF,,no,2026,
Biathlon,"Sprint, Men",138808,Campbell Wright,12,,no,2026,12.0
Biathlon,"Sprint, Men",149078,Paul Schommer,47,,no,2026,47.0
Biathlon,"Sprint, Men",128679,Sean Doherty,65,,no,2026,65.0
Biathlon,"Sprint, Men",157259,Maxime Germain,66,,no,2026,66.0
Biathlon,"Pursuit, Men",138808,Campbell Wright,8,,no,2026,8.0
Biathlon,"Pursuit, Men",149078,Paul Schommer,48,,no,2026,48.0
Biathlon,"Mass Start, Men",138808,Campbell Wright,29,,no,2026,29.0
Biathlon,"Individual, Men",138808,Campbell Wright,27,,no,2026,27.0
Biathlon,"Individual, Men",149078,Paul Schommer,44,,no,2026,44.0
Biathlon,"Individual, Men",157259,Maxime Germain,67,,no,2026,67.0
Biathlon,"Individual, Men",128679,Sean Doherty,80,,no,2026,80.0
Biathlon,"Sprint, Women",149076,Deedra Irwin,47,,no,2026,47.0
Biathlon,"Sprint, Women",157211,Margie Freed,66,,no,2026,66.0
Biathlon,"Sprint, Women",138257,Joanne Reid,72,,no,2026,72.0
Biathlon,"Sprint, Women",157210,Luci Anderson,79,,no,2026,79.0
Biathlon,"Pursuit, Women",149076,Deedra Irwin,35,,no,2026,35.0
Biathlon,"Individual, Women",157211,Margie Freed,21,,no,2026,21.0
Biathlon,"Individual, Women",149076,Deedra Irwin,34,,no,2026,34.0
Biathlon,"Individual, Women",138257,Joanne Reid,68,,no,2026,68.0
Biathlon,"Individual, Women",157210,Luci Anderson,84,,no,2026,84.0
Bobsleigh,"Monobob, Women",118644,Elana Meyers Taylor,1,Gold,no,2026,1.0
Bobsleigh,"Monobob, Women",118672,Kaillie Humphries,3,Bronze,no,2026,3.0
Bobsleigh,"Monobob, Women",149069,Kaysha Love,7,,no,2026,7.0
Cross Country Skiing,"Sprint, Men",149085,Ben Ogden,2,Silver,no,2026,2.0
Cross Country Skiing,"Sprint, Men",149086,J. C. Schoonmaker,8,,no,2026,8.0
Cross Country Skiing,"Sprint, Men",157261,Zak Ketterson,28,,no,2026,28.0
Cross Country Skiing,"Sprint, Men",149087,Gus Schumacher,=31,,no,2026,
Cross Country Skiing,"10 kilometres, Men",157260,John Steel Hagenbuch,14,,no,2026,14.0
Cross Country Skiing,"10 kilometres, Men",157262,Zanden McMullen,32,,no,2026,32.0
Cross Country Skiing,"10 kilometres, Men",157261,Zak Ketterson,38,,no,2026,38.0
Cross Country Skiing,"10 kilometres, Men",149087,Gus Schumacher,39,,no,2026,39.0
Cross Country Skiing,"50 kilometres, Men",149087,Gus Schumacher,13,,no,2026,13.0
Cross Country Skiing,"50 kilometres, Men",2302020,Hunter Wonders,35,,no,2026,35.0
Cross Country Skiing,"50 kilometres, Men",149085,Ben Ogden,DNS,,no,2026,
Cross Country Skiing,"Skiathlon, Men",149087,Gus Schumacher,24,,no,2026,24.0
Cross Country Skiing,"Skiathlon, Men",2302020,Hunter Wonders,31,,no,2026,31.0
Cross Country Skiing,"Skiathlon, Men",157262,Zanden McMullen,36,,no,2026,36.0
Cross Country Skiing,"Skiathlon, Men",157261,Zak Ketterson,43,,no,2026,43.0
Cross Country Skiing,"Sprint, Women",149079,Julia Kern,6,,no,2026,6.0
Cross Country Skiing,"Sprint, Women",128689,Jessie Diggins,17,,no,2026,17.0
Cross Country Skiing,"Sprint, Women",157213,Sammy Smith,19,,no,2026,19.0
Cross Country Skiing,"Sprint, Women",157212,Lauren Jortberg,30,,no,2026,30.0
Cross Country Skiing,"10 kilometres, Women",128689,Jessie Diggins,3,Bronze,no,2026,3.0
Cross Country Skiing,"10 kilometres, Women",149081,Novie McCabe,31,,no,2026,31.0
Cross Country Skiing,"10 kilometres, Women",138909,Kendall Kramer,38,,no,2026,38.0
Cross Country Skiing,"10 kilometres, Women",149082,Hailey Swirbul,39,,no,2026,39.0
Cross Country Skiing,"50 kilometres, Women",128689,Jessie Diggins,5,,no,2026,5.0
Cross Country Skiing,"50 kilometres, Women",138267,Rosie Brennan,15,,no,2026,15.0
Cross Country Skiing,"50 kilometres, Women",149082,Hailey Swirbul,19,,no,2026,19.0
Cross Country Skiing,"50 kilometres, Women",138909,Kendall Kramer,26,,no,2026,26.0
Cross Country Skiing,"Skiathlon, Women",128689,Jessie Diggins,8,,no,2026,8.0
Cross Country Skiing,"Skiathlon, Women",149079,Julia Kern,24,,no,2026,24.0
Cross Country Skiing,"Skiathlon, Women",149081,Novie McCabe,26,,no,2026,26.0
Cross Country Skiing,"Skiathlon, Women",138267,Rosie Brennan,37,,no,2026,37.0
Figure Skating,"Singles, Men",157277,Ilia Malinin,8,,no,2026,8.0
Figure Skating,"Singles, Men",157281,Andrew Torgashev,12,,no,2026,12.0
Figure Skating,"Singles, Men",157278,Maxim Naumov,20,,no,2026,20.0
Figure Skating,"Singles, Women",149110,Alysa Liu,1,Gold,no,2026,1.0
Figure Skating,"Singles, Women",157223,Amber Glenn,5,,no,2026,5.0
Figure Skating,"Singles, Women",157225,Isabeau Levito,12,,no,2026,12.0
Freestyle Skiing,"Moguls, Men",149102,Nick Page,7,,no,2026,7.0
Freestyle Skiing,"Moguls, Men",157271,Charlie Mickel,12,,no,2026,12.0
Freestyle Skiing,"Moguls, Men",149105,Dylan Walczyk,13,,no,2026,13.0
Freestyle Skiing,"Moguls, Men",157274,Landon Wendler,17,,no,2026,17.0
Freestyle Skiing,"Aerials, Men",149100,Chris Lillis,8,,no,2026,8.0
Freestyle Skiing,"Aerials, Men",157270,Derek Krueger,11,,no,2026,11.0
Freestyle Skiing,"Aerials, Men",157267,Connor Curran,12,,no,2026,12.0
Freestyle Skiing,"Aerials, Men",157268,Quinn Dehlinger,DNS,,no,2026,
Freestyle Skiing,"Halfpipe, Men",138294,Alex Ferreira,1,Gold,no,2026,1.0
Freestyle Skiing,"Halfpipe, Men",128711,Nick Goepper,4,,no,2026,4.0
Freestyle Skiing,"Halfpipe, Men",2302026,Birk Irving,5,,no,2026,5.0
Freestyle Skiing,"Halfpipe, Men",157269,Hunter Hess,10,,no,2026,10.0
Freestyle Skiing,"Slopestyle, Men",138295,Alex Hall,2,Silver,no,2026,2.0
Freestyle Skiing,"Dual Moguls, Men",157271,Charlie Mickel,6,,no,2026,6.0
Freestyle Skiing,"Dual Moguls, Men",149105,Dylan Walczyk,7,,no,2026,7.0
Freestyle Skiing,"Slopestyle, Men",157273,Konnor Ralph,9,,no,2026,9.0
Freestyle Skiing,"Slopestyle, Men",149099,Mac Forehand,11,,no,2026,11.0
Freestyle Skiing,"Dual Moguls, Men",149102,Nick Page,15,,no,2026,15.0
Freestyle Skiing,"Dual Moguls, Men",157274,Landon Wendler,26,,no,2026,26.0
Freestyle Skiing,"Slopestyle, Men",157272,Troy Podmilsak,28,,no,2026,28.0
Freestyle Skiing,"Big Air, Men",149099,Mac Forehand,2,Silver,no,2026,2.0
Freestyle Skiing,"Big Air, Men",157272,Troy Podmilsak,4,,no,2026,4.0
Freestyle Skiing,"Big Air, Men",157273,Konnor Ralph,5,,no,2026,5.0
Freestyle Skiing,"Big Air, Men",138295,Alex Hall,26,,no,2026,26.0
Freestyle Skiing,"Moguls, Women",1806313,Liz Lemley,1,Gold,no,2026,1.0
Freestyle Skiing,"Moguls, Women",138286,Jaelin Kauf,2,Silver,no,2026,2.0
Freestyle Skiing,"Moguls, Women",149091,Olivia Giaccio,9,,no,2026,9.0
Freestyle Skiing,"Moguls, Women",138285,Tess Johnson,10,,no,2026,10.0
Freestyle Skiing,"Aerials, Women",149093,Kaila Kuhn,5,,no,2026,5.0
Freestyle Skiing,"Aerials, Women",149098,Winter Vinecki,6,,no,2026,6.0
Freestyle Skiing,"Aerials, Women",157219,Tasia Tanner,11,,no,2026,11.0
Freestyle Skiing,"Aerials, Women",157214,Kyra Dossa,14,,no,2026,14.0
Freestyle Skiing,"Halfpipe, Women",1805937,Kate Gray,10,,no,2026,10.0
Freestyle Skiing,"Halfpipe, Women",157217,Svea Irving,11,,no,2026,11.0
Freestyle Skiing,"Halfpipe, Women",157220,Abby Winterberger,15,,no,2026,15.0
Freestyle Skiing,"Halfpipe, Women",140320,Riley Jacobs,18,,no,2026,18.0
Freestyle Skiing,"Slopestyle, Women",157218,Avery Krumme,11,,no,2026,11.0
Freestyle Skiing,"Slopestyle, Women",157216,Grace Henderson,15,,no,2026,15.0
Freestyle Skiing,"Slopestyle, Women",149092,Marin Hamill,16,,no,2026,16.0
Freestyle Skiing,"Slopestyle, Women",157215,Rell Harwood,DNS,,no,2026,
Freestyle Skiing,"Big Air, Women",157216,Grace Henderson,14,,no,2026,14.0
Freestyle Skiing,"Big Air, Women",157218,Avery Krumme,19,,no,2026,19.0
Freestyle Skiing,"Big Air, Women",149092,Marin Hamill,22,,no,2026,22.0
Freestyle Skiing,"Big Air, Women",157215,Rell Harwood,23,,no,2026,23.0
Freestyle Skiing,"Dual Moguls, Women",138286,Jaelin Kauf,2,Silver,no,2026,2.0
Freestyle Skiing,"Dual Moguls, Women",1806313,Liz Lemley,3,Bronze,no,2026,3.0
Freestyle Skiing,"Dual Moguls, Women",138285,Tess Johnson,5,,no,2026,5.0
Freestyle Skiing,"Dual Moguls, Women",149091,Olivia Giaccio,6,,no,2026,6.0
Luge,"Singles, Men",149147,Jonathan Gustafson,11,,no,2026,11.0
Luge,"Singles, Men",139817,Matthew Greiner,20,,no,2026,20.0
Luge,"Singles, Women",2302054,Ashley Farquharson,3,Bronze,no,2026,3.0
Luge,"Singles, Women",138347,Emily Fischnaller,12,,no,2026,12.0
Luge,"Singles, Women",128750,Summer Britcher,14,,no,2026,14.0
Nordic Combined,"Individual, Men",138353,Ben Loomis,17,,no,2026,17.0
Nordic Combined,"Individual, Men",139843,Niklas Malacinski,18,,no,2026,18.0
Nordic Combined,"Sprint, Men",139843,Niklas Malacinski,13,,no,2026,13.0
Nordic Combined,"Sprint, Men",138353,Ben Loomis,27,,no,2026,27.0
Short Track Speed Skating,"500 metres, Men",149170,Andrew Heo,13,,no,2026,13.0
Short Track Speed Skating,"500 metres, Men",157316,Brandon Kim,=29,,no,2026,
Short Track Speed Skating,"1,000 metres, Men",157315,Clayton DeClemente,16,,no,2026,16.0
Short Track Speed Skating,"1,000 metres, Men",157316,Brandon Kim,=31,,no,2026,
Short Track Speed Skating,"1,500 metres, Men",149170,Andrew Heo,11,,no,2026,11.0
Short Track Speed Skating,"1,500 metres, Men",157316,Brandon Kim,15,,no,2026,15.0
Short Track Speed Skating,"1,500 metres, Men",157315,Clayton DeClemente,32,,no,2026,32.0
Short Track Speed Skating,"500 metres, Women",149168,Kristen Santos-Griswold,9,,no,2026,9.0
Short Track Speed Skating,"500 metres, Women",149167,Julie Letai,16,,no,2026,16.0
Short Track Speed Skating,"500 metres, Women",149169,Corie Stoddard,31,,no,2026,31.0
Short Track Speed Skating,"1,000 metres, Women",149168,Kristen Santos-Griswold,12,,no,2026,12.0
Short Track Speed Skating,"1,000 metres, Women",149169,Corie Stoddard,24,,no,2026,24.0
Short Track Speed Skating,"1,000 metres, Women",149167,Julie Letai,28,,no,2026,28.0
Short Track Speed Skating,"1,500 metres, Women",149169,Corie Stoddard,3,Bronze,no,2026,3.0
Short Track Speed Skating,"1,500 metres, Women",157250,Kamryn Lute,23,,no,2026,23.0
Short Track Speed Skating,"1,500 metres, Women",149168,Kristen Santos-Griswold,=33,,no,2026,
Skeleton,"Skeleton, Men",157310,Austin Florian,12,,no,2026,12.0
Skeleton,"Skeleton, Men",157309,Dan Barefoot,20,,no,2026,20.0
Skeleton,"Skeleton, Women",149159,Kelly Curtis,12,,no,2026,12.0
Skeleton,"Skeleton, Women",157247,Mystique Ro,15,,no,2026,15.0
Ski Jumping,"Normal Hill, Individual, Men",1805696,Jason Colby,20,,no,2026,20.0
Ski Jumping,"Normal Hill, Individual, Men",157308,Tate Frantz,=21,,no,2026,
Ski Jumping,"Normal Hill, Individual, Men",138357,Kevin Bickner,33,,no,2026,33.0
Ski Jumping,"Large Hill, Individual, Men",157308,Tate Frantz,19,,no,2026,19.0
Ski Jumping,"Large Hill, Individual, Men",138357,Kevin Bickner,20,,no,2026,20.0
Ski Jumping,"Large Hill, Individual, Men",1805696,Jason Colby,31,,no,2026,31.0
Ski Jumping,"Normal Hill, Individual, Women",140047,Annika Belshaw,21,,no,2026,21.0
Ski Jumping,"Normal Hill, Individual, Women",140024,Paige Jones,23,,no,2026,23.0
Ski Jumping,"Normal Hill, Individual, Women",1806097,Josie Johnson,27,,no,2026,27.0
Ski Jumping,"Large Hill, Individual, Women",140024,Paige Jones,28,,no,2026,28.0
Ski Jumping,"Large Hill, Individual, Women",1806097,Josie Johnson,29,,no,2026,29.0
Ski Jumping,"Large Hill, Individual, Women",140047,Annika Belshaw,DQ,,no,2026,
Ski Mountaineering,"Sprint, Men",157311,Cam Smith,11,,no,2026,11.0
Ski Mountaineering,"Sprint, Women",157248,Anna Gibson,9,,no,2026,9.0
Snowboarding,"Parallel Giant Slalom, Men",149156,Cody Winters,21,,no,2026,21.0
Snowboarding,"Slopestyle, Men",157306,Jake Canter,3,Bronze,no,2026,3.0
Snowboarding,"Slopestyle, Men",138371,Red Gerard,6,,no,2026,6.0
Snowboarding,"Slopestyle, Men",1806403,Oliver Martin,9,,no,2026,9.0
Snowboarding,"Slopestyle, Men",149154,Sean FitzSimons,26,,no,2026,26.0
Snowboarding,"Halfpipe, Men",138376,Jake Pates,8,,no,2026,8.0
Snowboarding,"Halfpipe, Men",1805512,Alessandro Barbieri,10,,no,2026,10.0
Snowboarding,"Halfpipe, Men",138372,Chase Josey,11,,no,2026,11.0
Snowboarding,"Halfpipe, Men",157305,Chase Blackwell,15,,no,2026,15.0
Snowboarding,"Cross, Men",119606,Nick Baumgartner,7,,no,2026,7.0
Snowboarding,"Cross, Men",2302065,Jake Vedder,11,,no,2026,11.0
Snowboarding,"Cross, Men",157307,Nathan Pare,16,,no,2026,16.0
Snowboarding,"Cross, Men",149156,Cody Winters,22,,no,2026,22.0
Snowboarding,"Big Air, Men",1806403,Oliver Martin,4,,no,2026,4.0
Snowboarding,"Big Air, Men",157306,Jake Canter,15,,no,2026,15.0
Snowboarding,"Big Air, Men",138371,Red Gerard,20,,no,2026,20.0
Snowboarding,"Big Air, Men",149154,Sean FitzSimons,25,,no,2026,25.0
Snowboarding,"Parallel Giant Slalom, Women",157245,Iris Pflum,30,,no,2026,30.0
Snowboarding,"Slopestyle, Women",157244,Jess Perlmutter,6,,no,2026,6.0
Snowboarding,"Slopestyle, Women",157241,Lily Dhawornvej,11,,no,2026,11.0
Snowboarding,"Slopestyle, Women",157243,Hahna Norman,25,,no,2026,25.0
Snowboarding,"Halfpipe, Women",138361,Chloe Kim,2,Silver,no,2026,2.0
Snowboarding,"Halfpipe, Women",157242,Bea Kim,8,,no,2026,8.0
Snowboarding,"Halfpipe, Women",138365,Maddie Mastro,12,,no,2026,12.0
Snowboarding,"Halfpipe, Women",157246,Maddy Schaffrick,15,,no,2026,15.0
Snowboarding,"Cross, Women",119570,Faye Thelen,7,,no,2026,7.0
Snowboarding,"Cross, Women",149151,Stacy Gaskill,14,,no,2026,14.0
Snowboarding,"Cross, Women",1806639,Hanna Percy,18,,no,2026,18.0
Snowboarding,"Cross, Women",1806837,Bri Schnorrbusch,19,,no,2026,19.0
Snowboarding,"Big Air, Women",157241,Lily Dhawornvej,20,,no,2026,20.0
Snowboarding,"Big Air, Women",157244,Jess Perlmutter,23,,no,2026,23.0
Snowboarding,"Big Air, Women",157243,Hahna Norman,28,,no,2026,28.0
Speed Skating,"500 metres, Men",140168,Jordan Stolz,1,Gold,no,2026,1.0
Speed Skating,"500 metres, Men",157313,Cooper McLeod,22,,no,2026,22.0
Speed Skating,"500 metres, Men",157314,Zach Stoppelmoor,27,,no,2026,27.0
Speed Skating,"1,000 metres, Men",140168,Jordan Stolz,1,Gold,no,2026,1.0
Speed Skating,"1,000 metres, Men",157312,Conor McDermott-Mostowy,9,,no,2026,9.0
Speed Skating,"1,000 metres, Men",157313,Cooper McLeod,19,,no,2026,19.0
Speed Skating,"1,500 metres, Men",140168,Jordan Stolz,2,Silver,no,2026,2.0
Speed Skating,"1,500 metres, Men",128783,Emery Lehman,25,,no,2026,25.0
Speed Skating,"1,500 metres, Men",149164,Casey Dawson,29,,no,2026,29.0
Speed Skating,"5,000 metres, Men",149164,Casey Dawson,8,,no,2026,8.0
Speed Skating,"10,000 metres, Men",149164,Casey Dawson,DNS,,no,2026,
Speed Skating,"Mass Start, Men",140168,Jordan Stolz,4,,no,2026,4.0
Speed Skating,"Mass Start, Men",149163,Ethan Cepuran,20,,no,2026,20.0
Speed Skating,"500 metres, Women",138378,Erin Jackson,5,,no,2026,5.0
Speed Skating,"500 metres, Women",2301021,Sarah Warren,28,,no,2026,28.0
Speed Skating,"1,000 metres, Women",128778,Brittany Bowe,4,,no,2026,4.0
Speed Skating,"1,000 metres, Women",138378,Erin Jackson,6,,no,2026,6.0
Speed Skating,"1,500 metres, Women",128778,Brittany Bowe,4,,no,2026,4.0
Speed Skating,"1,500 metres, Women",157249,Greta Myers,29,,no,2026,29.0
Speed Skating,"3,000 metres, Women",157249,Greta Myers,20,,no,2026,20.0
Speed Skating,"Mass Start, Women",138379,Mia Manganello,3,Bronze,no,2026,3.0
Speed Skating,"Mass Start, Women",157249,Greta Myers,12,,no,2026,12.0
